dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym.5,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4,dms_synonym_extend.5
F31.2,ICD10,F31.2,ICD10,F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms","Bipolar affective disorder, current episode manic with psychotic symptoms",,,,,,"Bipolar affective disorder, current episode manic with psychotic symptoms",,,,,
F31.3,ICD10,F31.3,ICD10,F31.3,"Bipolar affective disorder, current episode mild or moderate depression","Bipolar affective disorder, current episode mild or moderate depression",,,,,,"Bipolar affective disorder, current episode mild or moderate depression",,,,,
F31.4,ICD10,F31.4,ICD10,F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms","Bipolar affective disorder, current episode severe depression without psychotic symptoms",,,,,,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",,,,,
F31.5,ICD10,F31.5,ICD10,F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms","Bipolar affective disorder, current episode severe depression with psychotic symptoms",,,,,,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",,,,,
F31.6,ICD10,F31.6,ICD10,F31.6,"Bipolar affective disorder, current episode mixed","Bipolar affective disorder, current episode mixed",,,,,,"Bipolar affective disorder, current episode mixed",single mixed affective episodeF38.0,,,,
F31.7,ICD10,F31.7,ICD10,F31.7,"Bipolar affective disorder, currently in remission","Bipolar affective disorder, currently in remission",,,,,,"Bipolar affective disorder, currently in remission",,,,,
F31.8,ICD10,F31.8,ICD10,F31.8,Other bipolar affective disorders,Other bipolar affective disorders,Recurrent manic episodes NOS,Bipolar II disorder,,,,Other bipolar affective disorders,Recurrent manic episodes NOS,Bipolar II disorder,,,
F31.9,ICD10,F31.9,ICD10,F31.9,"Bipolar affective disorder, unspecified",Manic depression NOS,"Bipolar affective disorder, unspecified",,,,,Manic depression NOS,"Bipolar affective disorder, unspecified",,,,
F32,ICD10,F32,ICD10,F32,Depressive episode,single episodes of: psychogenic depression,single episodes of: depressive reaction,Depressive episode,single episodes of: reactive depression,,,single episodes of: psychogenic depression,Depressive episode,adjustment disorderF43.2,recurrent depressive disorderF33.-,single episodes of: reactive depression,when associated with conduct disorders in F91.-F92.0
F32.0,ICD10,F32.0,ICD10,F32.0,Mild depressive episode,Mild depressive episode,,,,,,Mild depressive episode,,,,,
F32.1,ICD10,F32.1,ICD10,F32.1,Moderate depressive episode,Moderate depressive episode,,,,,,Moderate depressive episode,,,,,
F32.2,ICD10,F32.2,ICD10,F32.2,Severe depressive episode without psychotic symptoms,Severe depressive episode without psychotic symptoms,Major depression single episode without psychotic symptoms,Vital depression single episode without psychotic symptoms,Agitated depression single episode without psychotic symptoms,,,Severe depressive episode without psychotic symptoms,Major depression single episode without psychotic symptoms,Vital depression single episode without psychotic symptoms,Agitated depression single episode without psychotic symptoms,,
F32.3,ICD10,F32.3,ICD10,F32.3,Severe depressive episode with psychotic symptoms,Single episodes of: reactive depressive psychosis,Severe depressive episode with psychotic symptoms,Single episodes of: major depression with psychotic symptoms,Single episodes of: psychogenic depressive psychosis,Single episodes of: psychotic depression,,Single episodes of: reactive depressive psychosis,Severe depressive episode with psychotic symptoms,Single episodes of: major depression with psychotic symptoms,Single episodes of: psychogenic depressive psychosis,Single episodes of: psychotic depression,
F32.8,ICD10,F32.8,ICD10,F32.8,Other depressive episodes,Other depressive episodes,Atypical depression,"Single episodes of ""masked"" depression NOS",,,,Other depressive episodes,Atypical depression,"Single episodes of ""masked"" depression NOS",,,
F32.9,ICD10,F32.9,ICD10,F32.9,"Depressive episode, unspecified","Depressive episode, unspecified",Depression NOS,Depressive disorder NOS,,,,"Depressive episode, unspecified",Depression NOS,Depressive disorder NOS,,,
F33,ICD10,F33,ICD10,F33,Recurrent depressive disorder,recurrent episodes of: reactive depression,seasonal depressive disorder,recurrent episodes of: psychogenic depression,recurrent episodes of: depressive reaction,Recurrent depressive disorder,,Recurrent depressive disorder,recurrent episodes of: reactive depression,seasonal depressive disorder,recurrent episodes of: psychogenic depression,recurrent brief depressive episodesF38.1,recurrent episodes of: depressive reaction
F33.0,ICD10,F33.0,ICD10,F33.0,"Recurrent depressive disorder, current episode mild","Recurrent depressive disorder, current episode mild",,,,,,"Recurrent depressive disorder, current episode mild",,,,,
F33.1,ICD10,F33.1,ICD10,F33.1,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current episode moderate",,,,,,"Recurrent depressive disorder, current episode moderate",,,,,
F33.2,ICD10,F33.2,ICD10,F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Manic-depressive psychosis, depressed type without psychotic symptoms",Endogenous depression without psychotic symptoms,"Major depression, recurrent without psychotic symptoms","Vital depression, recurrent without psychotic symptoms","Recurrent depressive disorder, current episode severe without psychotic symptoms",,"Manic-depressive psychosis, depressed type without psychotic symptoms",Endogenous depression without psychotic symptoms,"Major depression, recurrent without psychotic symptoms","Vital depression, recurrent without psychotic symptoms","Recurrent depressive disorder, current episode severe without psychotic symptoms",
F33.3,ICD10,F33.3,ICD10,F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Manic-depressive psychosis, depressed type with psychotic symptoms",Recurrent severe episodes of: psychogenic depressive psychosis,Recurrent severe episodes of: reactive depressive psychosis,Recurrent severe episodes of: psychotic depression,Recurrent severe episodes of: major depression with psychotic symptoms,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Manic-depressive psychosis, depressed type with psychotic symptoms",Recurrent severe episodes of: psychogenic depressive psychosis,Recurrent severe episodes of: reactive depressive psychosis,Recurrent severe episodes of: psychotic depression,Recurrent severe episodes of: major depression with psychotic symptoms,"Recurrent depressive disorder, current episode severe with psychotic symptoms"
F33.4,ICD10,F33.4,ICD10,F33.4,"Recurrent depressive disorder, currently in remission","Recurrent depressive disorder, currently in remission",,,,,,"Recurrent depressive disorder, currently in remission",,,,,
F33.8,ICD10,F33.8,ICD10,F33.8,Other recurrent depressive disorders,Other recurrent depressive disorders,,,,,,Other recurrent depressive disorders,,,,,
F33.9,ICD10,F33.9,ICD10,F33.9,"Recurrent depressive disorder, unspecified","Recurrent depressive disorder, unspecified",Monopolar depression NOS,,,,,"Recurrent depressive disorder, unspecified",Monopolar depression NOS,,,,
F34,ICD10,F34,ICD10,F34,Persistent mood [affective] disorders,Persistent mood [affective] disorders,,,,,,Persistent mood [affective] disorders,,,,,
F34.0,ICD10,F34.0,ICD10,F34.0,Cyclothymia,Cyclothymic personality,Cyclothymia,Cycloid personality,Affective personality disorder,,,Cyclothymic personality,Cyclothymia,Cycloid personality,Affective personality disorder,,
F34.1,ICD10,F34.1,ICD10,F34.1,Dysthymia,Depressive: personality disorder,Neurotic depression,Dysthymia,Depressive: neurosis,Persistent anxiety depression,,Dysthymia,anxiety depression (mild or not persistent)F41.2,Depressive: neurosis,Neurotic depression,Depressive: personality disorder,Persistent anxiety depression
F34.8,ICD10,F34.8,ICD10,F34.8,Other persistent mood [affective] disorders,Other persistent mood [affective] disorders,,,,,,Other persistent mood [affective] disorders,,,,,
F34.9,ICD10,F34.9,ICD10,F34.9,"Persistent mood [affective] disorder, unspecified","Persistent mood [affective] disorder, unspecified",,,,,,"Persistent mood [affective] disorder, unspecified",,,,,
F38,ICD10,F38,ICD10,F38,Other mood [affective] disorders,Other mood [affective] disorders,,,,,,Other mood [affective] disorders,,,,,
F38.0,ICD10,F38.0,ICD10,F38.0,Other single mood [affective] disorders,Mixed affective episode,Other single mood [affective] disorders,,,,,Mixed affective episode,Other single mood [affective] disorders,,,,
F38.1,ICD10,F38.1,ICD10,F38.1,Other recurrent mood [affective] disorders,Other recurrent mood [affective] disorders,Recurrent brief depressive episodes,,,,,Other recurrent mood [affective] disorders,Recurrent brief depressive episodes,,,,
F38.8,ICD10,F38.8,ICD10,F38.8,Other specified mood [affective] disorders,Other specified mood [affective] disorders,,,,,,Other specified mood [affective] disorders,,,,,
F39,ICD10,F39,ICD10,F39,Unspecified mood [affective] disorder,Unspecified mood [affective] disorder,Affective psychosis NOS,,,,,Unspecified mood [affective] disorder,Affective psychosis NOS,,,,
F40,ICD10,F40,ICD10,F40,Phobic anxiety disorders,Phobic anxiety disorders,,,,,,Phobic anxiety disorders,,,,,
F40.0,ICD10,F40.0,ICD10,F40.0,Agoraphobia,Agoraphobia without history of panic disorder,Agoraphobia,Panic disorder with agoraphobia,,,,Agoraphobia without history of panic disorder,Agoraphobia,Panic disorder with agoraphobia,,,
F40.1,ICD10,F40.1,ICD10,F40.1,Social phobias,Anthropophobia,Social phobias,Social neurosis,,,,Anthropophobia,Social phobias,Social neurosis,,,
F40.2,ICD10,F40.2,ICD10,F40.2,Specific (isolated) phobias,Animal phobias,Simple phobia,Acrophobia,Specific (isolated) phobias,Claustrophobia,,Simple phobia,dysmorphophobia (nondelusional)F45.2,Claustrophobia,Animal phobias,Acrophobia,Specific (isolated) phobias
F40.8,ICD10,F40.8,ICD10,F40.8,Other phobic anxiety disorders,Other phobic anxiety disorders,,,,,,Other phobic anxiety disorders,,,,,
F40.9,ICD10,F40.9,ICD10,F40.9,"Phobic anxiety disorder, unspecified",Phobic state NOS,"Phobic anxiety disorder, unspecified",Phobia NOS,,,,Phobic state NOS,"Phobic anxiety disorder, unspecified",Phobia NOS,,,
F41,ICD10,F41,ICD10,F41,Other anxiety disorders,Other anxiety disorders,,,,,,Other anxiety disorders,,,,,
F41.0,ICD10,F41.0,ICD10,F41.0,Panic disorder [episodic paroxysmal anxiety],Panic: attack,Panic disorder [episodic paroxysmal anxiety],Panic: state,,,,Panic: attack,Panic disorder [episodic paroxysmal anxiety],panic disorder with agoraphobiaF40.0,Panic: state,,
F41.1,ICD10,F41.1,ICD10,F41.1,Generalized anxiety disorder,Anxiety: neurosis,Anxiety: state,Generalized anxiety disorder,Anxiety: reaction,,,neurastheniaF48.0,Anxiety: neurosis,Anxiety: state,Generalized anxiety disorder,Anxiety: reaction,
F41.2,ICD10,F41.2,ICD10,F41.2,Mixed anxiety and depressive disorder,Anxiety depression (mild or not persistent),Mixed anxiety and depressive disorder,,,,,Anxiety depression (mild or not persistent),Mixed anxiety and depressive disorder,,,,
F41.3,ICD10,F41.3,ICD10,F41.3,Other mixed anxiety disorders,Other mixed anxiety disorders,,,,,,Other mixed anxiety disorders,,,,,
F41.8,ICD10,F41.8,ICD10,F41.8,Other specified anxiety disorders,Anxiety hysteria,Other specified anxiety disorders,,,,,Anxiety hysteria,Other specified anxiety disorders,,,,
F41.9,ICD10,F41.9,ICD10,F41.9,"Anxiety disorder, unspecified",Anxiety NOS,"Anxiety disorder, unspecified",,,,,Anxiety NOS,"Anxiety disorder, unspecified",,,,
F42,ICD10,F42,ICD10,F42,Obsessive-compulsive disorder,anankastic neurosis,Obsessive-compulsive disorder,obsessive-compulsive neurosis,,,,anankastic neurosis,Obsessive-compulsive disorder,obsessive-compulsive personality (disorder)F60.5,obsessive-compulsive neurosis,,
F42.0,ICD10,F42.0,ICD10,F42.0,Predominantly obsessional thoughts or ruminations,Predominantly obsessional thoughts or ruminations,,,,,,Predominantly obsessional thoughts or ruminations,,,,,
F42.1,ICD10,F42.1,ICD10,F42.1,Predominantly compulsive acts [obsessional rituals],Predominantly compulsive acts [obsessional rituals],,,,,,Predominantly compulsive acts [obsessional rituals],,,,,
F42.2,ICD10,F42.2,ICD10,F42.2,Mixed obsessional thoughts and acts,Mixed obsessional thoughts and acts,,,,,,Mixed obsessional thoughts and acts,,,,,
F42.8,ICD10,F42.8,ICD10,F42.8,Other obsessive-compulsive disorders,Other obsessive-compulsive disorders,,,,,,Other obsessive-compulsive disorders,,,,,
F42.9,ICD10,F42.9,ICD10,F42.9,"Obsessive-compulsive disorder, unspecified","Obsessive-compulsive disorder, unspecified",,,,,,"Obsessive-compulsive disorder, unspecified",,,,,
F43,ICD10,F43,ICD10,F43,"Reaction to severe stress, and adjustment disorders","Reaction to severe stress, and adjustment disorders",,,,,,"Reaction to severe stress, and adjustment disorders",,,,,
F43.0,ICD10,F43.0,ICD10,F43.0,Acute stress reaction,Combat fatigue,Acute stress reaction,Acute: crisis reaction,Psychic shock,Acute: reaction to stress,Crisis state,Combat fatigue,Acute stress reaction,Acute: crisis reaction,Psychic shock,Acute: reaction to stress,Crisis state
F43.1,ICD10,F43.1,ICD10,F43.1,Post-traumatic stress disorder,Post-traumatic stress disorder,Traumatic neurosis,,,,,Post-traumatic stress disorder,Traumatic neurosis,,,,
F43.2,ICD10,F43.2,ICD10,F43.2,Adjustment disorders,Culture shock,Hospitalism in children,Adjustment disorders,Grief reaction,,,separation anxiety disorder of childhoodF93.0,Culture shock,Hospitalism in children,Adjustment disorders,Grief reaction,
F43.8,ICD10,F43.8,ICD10,F43.8,Other reactions to severe stress,Other reactions to severe stress,,,,,,Other reactions to severe stress,,,,,
F43.9,ICD10,F43.9,ICD10,F43.9,"Reaction to severe stress, unspecified","Reaction to severe stress, unspecified",,,,,,"Reaction to severe stress, unspecified",,,,,
F44,ICD10,F44,ICD10,F44,Dissociative [conversion] disorders,Dissociative [conversion] disorders,conversion: hysteria,hysterical psychosis,hysteria,conversion: reaction,,hysteria,conversion: hysteria,Dissociative [conversion] disorders,hysterical psychosis,malingering [conscious simulation]Z76.5,conversion: reaction
F44.0,ICD10,F44.0,ICD10,F44.0,Dissociative amnesia,Dissociative amnesia,,,,,,amnesia: retrogradeR41.2,Dissociative amnesia,postictal amnesia in epilepsyG40.-,amnesia: NOSR41.3,alcohol- or other psychoactive substance-induced amnesic disorderF10-F19 with common fourth character .6,nonalcoholic organic amnesic syndromeF04
F44.1,ICD10,F44.1,ICD10,F44.1,Dissociative fugue,Dissociative fugue,,,,,,Dissociative fugue,postictal fugue in epilepsyG40.-,,,,
F44.2,ICD10,F44.2,ICD10,F44.2,Dissociative stupor,Dissociative stupor,,,,,,stupor: depressiveF31-F33,organic catatonic disorderF06.1,stupor: manicF30.2,stupor: NOSR40.1,stupor: catatonicF20.2,Dissociative stupor
F44.3,ICD10,F44.3,ICD10,F44.3,Trance and possession disorders,Trance and possession disorders,,,,,,states associated with: schizophreniaF20.-,states associated with: postconcussional syndromeF07.2,states associated with: psychoactive substance intoxicationF10-F19 with common fourth character .0,Trance and possession disorders,states associated with: acute and transient psychotic disordersF23.-,states associated with: organic personality disorderF07.0
F44.4,ICD10,F44.4,ICD10,F44.4,Dissociative motor disorders,Psychogenic: dysphonia,Psychogenic: aphonia,Dissociative motor disorders,,,,Psychogenic: dysphonia,Psychogenic: aphonia,Dissociative motor disorders,,,
F44.5,ICD10,F44.5,ICD10,F44.5,Dissociative convulsions,Dissociative convulsions,,,,,,Dissociative convulsions,,,,,
F44.6,ICD10,F44.6,ICD10,F44.6,Dissociative anaesthesia and sensory loss,Dissociative anaesthesia and sensory loss,Psychogenic deafness,,,,,Dissociative anaesthesia and sensory loss,Psychogenic deafness,,,,
F44.7,ICD10,F44.7,ICD10,F44.7,Mixed dissociative [conversion] disorders,Mixed dissociative [conversion] disorders,Combination of disorders specified in F44.0-F44.6,,,,,Mixed dissociative [conversion] disorders,Combination of disorders specified in F44.0-F44.6,,,,
F44.8,ICD10,F44.8,ICD10,F44.8,Other dissociative [conversion] disorders,Other dissociative [conversion] disorders,Ganser syndrome,Multiple personality,Psychogenic: twilight state,Psychogenic: confusion,,Other dissociative [conversion] disorders,Ganser syndrome,Multiple personality,Psychogenic: twilight state,Psychogenic: confusion,
F44.9,ICD10,F44.9,ICD10,F44.9,"Dissociative [conversion] disorder, unspecified","Dissociative [conversion] disorder, unspecified",,,,,,"Dissociative [conversion] disorder, unspecified",,,,,
F45,ICD10,F45,ICD10,F45,Somatoform disorders,Somatoform disorders,,,,,,lispingF80.8,"sexual dysfunction, not caused by organic disorder or diseaseF52.-",thumb-suckingF98.8,lallingF80.0,tic disorders (in childhood and adolescence)F95.-,Tourette syndromeF95.2
F45.0,ICD10,F45.0,ICD10,F45.0,Somatization disorder,Somatization disorder,Briquet disorder,Multiple psychosomatic disorder,,,,Somatization disorder,Briquet disorder,Multiple psychosomatic disorder,malingering [conscious simulation]Z76.5,,
F45.1,ICD10,F45.1,ICD10,F45.1,Undifferentiated somatoform disorder,Undifferentiated psychosomatic disorder,Undifferentiated somatoform disorder,,,,,Undifferentiated psychosomatic disorder,Undifferentiated somatoform disorder,,,,
F45.2,ICD10,F45.2,ICD10,F45.2,Hypochondriacal disorder,Dysmorphophobia (nondelusional),Body dysmorphic disorder,Hypochondriasis,Hypochondriacal disorder,Nosophobia,Hypochondriacal neurosis,Dysmorphophobia (nondelusional),Body dysmorphic disorder,Hypochondriasis,fixed delusions about bodily functions or shapeF22.-,Hypochondriacal disorder,Nosophobia
F45.3,ICD10,F45.3,ICD10,F45.3,Somatoform autonomic dysfunction,Psychogenic forms of: pylorospasm,Psychogenic forms of: irritable bowel syndrome,Somatoform autonomic dysfunction,Psychogenic forms of: aerophagy,Cardiac neurosis,Psychogenic forms of: hyperventilation,Psychogenic forms of: pylorospasm,Psychogenic forms of: irritable bowel syndrome,Somatoform autonomic dysfunction,Psychogenic forms of: aerophagy,Cardiac neurosis,Psychogenic forms of: hyperventilation
F45.4,ICD10,F45.4,ICD10,F45.4,Persistent somatoform pain disorder,Persistent somatoform pain disorder,Psychalgia,Psychogenic: backache,Somatoform pain disorder,Psychogenic: headache,,Persistent somatoform pain disorder,pain: intractableR52.1,Psychalgia,pain: NOSR52.9,pain: chronicR52.2,Somatoform pain disorder
F45.8,ICD10,F45.8,ICD10,F45.8,Other somatoform disorders,Psychogenic: pruritus,Teeth-grinding,Other somatoform disorders,Psychogenic: torticollis,"Psychogenic: dysphagia, including ""globus hystericus""",Psychogenic: dysmenorrhoea,Psychogenic: pruritus,Teeth-grinding,Other somatoform disorders,Psychogenic: torticollis,"Psychogenic: dysphagia, including ""globus hystericus""",Psychogenic: dysmenorrhoea
F45.9,ICD10,F45.9,ICD10,F45.9,"Somatoform disorder, unspecified","Somatoform disorder, unspecified",Psychosomatic disorder NOS,,,,,"Somatoform disorder, unspecified",Psychosomatic disorder NOS,,,,
F48,ICD10,F48,ICD10,F48,Other neurotic disorders,Other neurotic disorders,,,,,,Other neurotic disorders,,,,,
F48.0,ICD10,F48.0,ICD10,F48.0,Neurasthenia,Neurasthenia,Fatigue syndrome,,,,,postviral fatigue syndromeG93.3,psychastheniaF48.8,asthenia NOSR53,Fatigue syndrome,malaise and fatigueR53,Neurasthenia
F48.1,ICD10,F48.1,ICD10,F48.1,Depersonalization-derealization syndrome,Depersonalization-derealization syndrome,,,,,,Depersonalization-derealization syndrome,,,,,
F48.8,ICD10,F48.8,ICD10,F48.8,Other specified neurotic disorders,Psychogenic syncope,Other specified neurotic disorders,"Occupational neurosis, including writer cramp",Dhat syndrome,Psychasthenia,Psychasthenic neurosis,Psychogenic syncope,Other specified neurotic disorders,"Occupational neurosis, including writer cramp",Dhat syndrome,Psychasthenia,Psychasthenic neurosis
F48.9,ICD10,F48.9,ICD10,F48.9,"Neurotic disorder, unspecified",Neurosis NOS,"Neurotic disorder, unspecified",,,,,Neurosis NOS,"Neurotic disorder, unspecified",,,,
F50,ICD10,F50,ICD10,F50,Eating disorders,Eating disorders,,,,,,feeding: disorder of infancy or childhoodF98.2,feeding: difficulties and mismanagementR63.3,polyphagiaR63.2,anorexia NOSR63.0,Eating disorders,
F50.0,ICD10,F50.0,ICD10,F50.0,Anorexia nervosa,Anorexia nervosa,,,,,,loss of appetite psychogenicF50.8,loss of appetiteR63.0,Anorexia nervosa,,,
F50.1,ICD10,F50.1,ICD10,F50.1,Atypical anorexia nervosa,Atypical anorexia nervosa,,,,,,Atypical anorexia nervosa,,,,,
F50.2,ICD10,F50.2,ICD10,F50.2,Bulimia nervosa,Bulimia NOS,Hyperorexia nervosa,Bulimia nervosa,,,,Bulimia NOS,Hyperorexia nervosa,Bulimia nervosa,,,
F50.3,ICD10,F50.3,ICD10,F50.3,Atypical bulimia nervosa,Atypical bulimia nervosa,,,,,,Atypical bulimia nervosa,,,,,
F50.4,ICD10,F50.4,ICD10,F50.4,Overeating associated with other psychological disturbances,Psychogenic overeating,Overeating associated with other psychological disturbances,,,,,obesityE66.-,Psychogenic overeating,Overeating associated with other psychological disturbances,,,
F50.5,ICD10,F50.5,ICD10,F50.5,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturbances,Psychogenic vomiting,,,,,Vomiting associated with other psychological disturbances,Psychogenic vomiting,nauseaR11,vomiting NOSR11,,
F50.8,ICD10,F50.8,ICD10,F50.8,Other eating disorders,Other eating disorders,Pica in adults,Psychogenic loss of appetite,,,,Other eating disorders,pica of infancy and childhoodF98.3,Pica in adults,Psychogenic loss of appetite,,
F50.9,ICD10,F50.9,ICD10,F50.9,"Eating disorder, unspecified","Eating disorder, unspecified",,,,,,"Eating disorder, unspecified",,,,,
F51,ICD10,F51,ICD10,F51,Nonorganic sleep disorders,Nonorganic sleep disorders,,,,,,Nonorganic sleep disorders,sleep disorders (organic)G47.-,,,,
F51.0,ICD10,F51.0,ICD10,F51.0,Nonorganic insomnia,Nonorganic insomnia,,,,,,insomnia (organic)G47.0,Nonorganic insomnia,,,,
F51.1,ICD10,F51.1,ICD10,F51.1,Nonorganic hypersomnia,Nonorganic hypersomnia,,,,,,Nonorganic hypersomnia,narcolepsyG47.4,hypersomnia (organic)G47.1,,,
F51.2,ICD10,F51.2,ICD10,F51.2,Nonorganic disorder of the sleep-wake schedule,Psychogenic inversion of: circadian rhythm,Psychogenic inversion of: sleep rhythm,Nonorganic disorder of the sleep-wake schedule,Psychogenic inversion of: nyctohemeral rhythm,,,disorders of the sleep-wake schedule (organic)G47.2,Psychogenic inversion of: circadian rhythm,Psychogenic inversion of: sleep rhythm,Nonorganic disorder of the sleep-wake schedule,Psychogenic inversion of: nyctohemeral rhythm,
F51.3,ICD10,F51.3,ICD10,F51.3,Sleepwalking [somnambulism],Sleepwalking [somnambulism],,,,,,Sleepwalking [somnambulism],,,,,
F51.4,ICD10,F51.4,ICD10,F51.4,Sleep terrors [night terrors],Sleep terrors [night terrors],,,,,,Sleep terrors [night terrors],,,,,
F51.5,ICD10,F51.5,ICD10,F51.5,Nightmares,Nightmares,Dream anxiety disorder,,,,,Nightmares,Dream anxiety disorder,,,,
F51.8,ICD10,F51.8,ICD10,F51.8,Other nonorganic sleep disorders,Other nonorganic sleep disorders,,,,,,Other nonorganic sleep disorders,,,,,
F51.9,ICD10,F51.9,ICD10,F51.9,"Nonorganic sleep disorder, unspecified","Nonorganic sleep disorder, unspecified",Emotional sleep disorder NOS,,,,,"Nonorganic sleep disorder, unspecified",Emotional sleep disorder NOS,,,,
F52,ICD10,F52,ICD10,F52,"Sexual dysfunction, not caused by organic disorder or disease","Sexual dysfunction, not caused by organic disorder or disease",,,,,,Dhat syndromeF48.8,"Sexual dysfunction, not caused by organic disorder or disease",,,,
F52.0,ICD10,F52.0,ICD10,F52.0,Lack or loss of sexual desire,Lack or loss of sexual desire,Hypoactive sexual desire disorder,Frigidity,,,,Lack or loss of sexual desire,Hypoactive sexual desire disorder,Frigidity,,,
F52.1,ICD10,F52.1,ICD10,F52.1,Sexual aversion and lack of sexual enjoyment,Anhedonia (sexual),Sexual aversion and lack of sexual enjoyment,,,,,Anhedonia (sexual),Sexual aversion and lack of sexual enjoyment,,,,
F52.2,ICD10,F52.2,ICD10,F52.2,Failure of genital response,Failure of genital response,Male erectile disorder,Female sexual arousal disorder,Psychogenic impotence,,,impotence of organic originN48.4,Failure of genital response,Male erectile disorder,Female sexual arousal disorder,Psychogenic impotence,
F52.3,ICD10,F52.3,ICD10,F52.3,Orgasmic dysfunction,Psychogenic anorgasmy,Orgasmic dysfunction,Inhibited orgasm (male)(female),,,,Psychogenic anorgasmy,Orgasmic dysfunction,Inhibited orgasm (male)(female),,,
F52.4,ICD10,F52.4,ICD10,F52.4,Premature ejaculation,Premature ejaculation,,,,,,Premature ejaculation,,,,,
F52.5,ICD10,F52.5,ICD10,F52.5,Nonorganic vaginismus,Nonorganic vaginismus,Psychogenic vaginismus,,,,,Nonorganic vaginismus,vaginismus (organic)N94.2,Psychogenic vaginismus,,,
F52.6,ICD10,F52.6,ICD10,F52.6,Nonorganic dyspareunia,Psychogenic dyspareunia,Nonorganic dyspareunia,,,,,dyspareunia (organic)N94.1,Psychogenic dyspareunia,Nonorganic dyspareunia,,,
F52.7,ICD10,F52.7,ICD10,F52.7,Excessive sexual drive,Satyriasis,Nymphomania,Excessive sexual drive,,,,Satyriasis,Nymphomania,Excessive sexual drive,,,
F52.8,ICD10,F52.8,ICD10,F52.8,"Other sexual dysfunction, not caused by organic disorder or disease","Other sexual dysfunction, not caused by organic disorder or disease",,,,,,"Other sexual dysfunction, not caused by organic disorder or disease",,,,,
F52.9,ICD10,F52.9,ICD10,F52.9,"Unspecified sexual dysfunction, not caused by organic disorder or disease","Unspecified sexual dysfunction, not caused by organic disorder or disease",,,,,,"Unspecified sexual dysfunction, not caused by organic disorder or disease",,,,,
F53,ICD10,F53,ICD10,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified","Mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,,,,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,,,
F53.0,ICD10,F53.0,ICD10,F53.0,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified",Depression: postnatal NOS,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified",Depression: postpartum NOS,,,,Depression: postnatal NOS,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified",Depression: postpartum NOS,,,
F53.1,ICD10,F53.1,ICD10,F53.1,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified",Puerperal psychosis NOS,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,,,Puerperal psychosis NOS,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,,
F53.8,ICD10,F53.8,ICD10,F53.8,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified","Other mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,,,,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,,,
F53.9,ICD10,F53.9,ICD10,F53.9,"Puerperal mental disorder, unspecified","Puerperal mental disorder, unspecified",,,,,,"Puerperal mental disorder, unspecified",,,,,
F54,ICD10,F54,ICD10,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,Psychological factors affecting physical conditions,Examples of the use of this category are: gastric ulcer F54 and K25.-,Examples of the use of this category are: dermatitis F54 and L23-L25,Examples of the use of this category are: asthma F54 and J45.-,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,Examples of the use of this category are: irritable bowel syndrome F54 and K58.-,tension-type headacheG44.2,Psychological factors affecting physical conditions,Examples of the use of this category are: gastric ulcer F54 and K25.-,Examples of the use of this category are: dermatitis F54 and L23-L25,Examples of the use of this category are: asthma F54 and J45.-,Psychological and behavioural factors associated with disorders or diseases classified elsewhere
F55,ICD10,F55,ICD10,F55,Abuse of non-dependence-producing substances,Abuse of: vitamins,Abuse of non-dependence-producing substances,Abuse of: steroids or hormones,Abuse of: herbal or folk remedies,Abuse of: antacids,Laxative habit,Abuse of: vitamins,Abuse of non-dependence-producing substances,Abuse of: steroids or hormones,Abuse of: herbal or folk remedies,Abuse of: antacids,abuse of psychoactive substancesF10-F19
