dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids.1.db,dms_ids.1.id,dms_ids.2.db,dms_ids.2.id,dms_ids.3.db,dms_ids.3.id,dms_ids.4.db,dms_ids.4.id,dms_ids.5.db,dms_ids.5.id,dms_ids.6.db,dms_ids.6.id,dms_ids.7.db,dms_ids.7.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_ids_extend.1.db,dms_ids_extend.1.id,dms_ids_extend.2.db,dms_ids_extend.2.id,dms_ids_extend.3.db,dms_ids_extend.3.id,dms_ids_extend.4.db,dms_ids_extend.4.id,dms_ids_extend.5.db,dms_ids_extend.5.id,dms_ids_extend.6.db,dms_ids_extend.6.id,dms_ids_extend.7.db,dms_ids_extend.7.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4
0090009,DOID,0090009,ICD10CM,D84.8,OMIM,614069,,,,,,,,,,,DOID,0090009,ICD10CM,D84.8,OMIM,614069,,,,,,,,,,,immunodeficiency-centromeric instability-facial anomalies syndrome 2,ICF syndrome 2,immunodeficiency-centromeric instability-facial anomalies syndrome 2,,,,ICF syndrome 2,immunodeficiency-centromeric instability-facial anomalies syndrome 2,,,
0090010,DOID,0090010,ICD10CM,D84.8,OMIM,616910,,,,,,,,,,,DOID,0090010,ICD10CM,D84.8,OMIM,616910,,,,,,,,,,,immunodeficiency-centromeric instability-facial anomalies syndrome 3,ICF syndrome 3,immunodeficiency-centromeric instability-facial anomalies syndrome 3,,,,ICF syndrome 3,immunodeficiency-centromeric instability-facial anomalies syndrome 3,,,
0090011,DOID,0090011,ICD10CM,D84.8,OMIM,616911,,,,,,,,,,,DOID,0090011,ICD10CM,D84.8,OMIM,616911,,,,,,,,,,,immunodeficiency-centromeric instability-facial anomalies syndrome 4,ICF syndrome 4,immunodeficiency-centromeric instability-facial anomalies syndrome 4,,,,ICF syndrome 4,immunodeficiency-centromeric instability-facial anomalies syndrome 4,,,
0090012,DOID,0090012,ICD10CM,D81.1,OMIM,602450,ORDO,275,,,,,,,,,DOID,0090012,ICD10CM,D81.1,OMIM,602450,ORDO,275,,,,,,,,,severe combined immunodeficiency with sensitivity to ionizing radiation,SCID due to DCLRE1C deficiency,SCID due to artemis deficiency,"SCID, Athabascan type","SCID, Athabaskan type",Severe combined immunodeficiency due to DCLRE1C deficiency,SCID due to DCLRE1C deficiency,SCID due to artemis deficiency,"SCID, Athabascan type","SCID, Athabaskan type",Severe combined immunodeficiency due to DCLRE1C deficiency
0090013,DOID,0090013,ICD10CM,D81.1,OMIM,601457,ORDO,331206,,,,,,,,,DOID,0090013,ICD10CM,D81.1,OMIM,601457,ORDO,331206,,,,,,,,,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",SCID due to complete RAG1-2 deficiency,Severe combined immunodeficiency due to complete RAG1-2 deficiency,"autosomal recessive T cell-negative, B-cell negative, NK cell-positive SCID","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",,SCID due to complete RAG1-2 deficiency,Severe combined immunodeficiency due to complete RAG1-2 deficiency,"autosomal recessive T cell-negative, B-cell negative, NK cell-positive SCID","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",
0090014,DOID,0090014,ICD10CM,D81.2,OMIM,608971,ORDO,169154,,,,,,,,,DOID,0090014,ICD10CM,D81.2,OMIM,608971,ORDO,169154,,,,,,,,,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive","autosomal recessive T cell-negative, B-cell positive, NK cell-positive SCID","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive",,,,"autosomal recessive T cell-negative, B-cell positive, NK cell-positive SCID","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive",,,
0090015,DOID,0090015,GARD,5084,ICD10CM,Q78.4,OMIM,212780,ORDO,3258,,,,,,,DOID,0090015,GARD,5084,ICD10CM,Q78.4,OMIM,212780,ORDO,3258,,,,,,,Cenani-Lenz syndactyly syndrome,Cenani-Lenz syndactyly syndrome,syndactyly type 7,,,,Cenani-Lenz syndactyly syndrome,syndactyly type 7,,,
0090016,DOID,0090016,GARD,10840,ICD10CM,D46.7,OMIM,153550,ORDO,86841,,,,,,,DOID,0090016,GARD,10840,ICD10CM,D46.7,OMIM,153550,ORDO,86841,,,,,,,chromosome 5q deletion syndrome,"5q- syndrome, refractory macrocytic anemia due to 5q deletion",chromosome 5q deletion syndrome,myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality,,,"5q- syndrome, refractory macrocytic anemia due to 5q deletion",chromosome 5q deletion syndrome,myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality,,
0090017,DOID,0090017,ICD10CM,Q81.0,OMIM,226670,ORDO,257,,,,,,,,,DOID,0090017,ICD10CM,Q81.0,OMIM,226670,ORDO,257,,,,,,,,,epidermolysis bullosa simplex with muscular dystrophy,epidermolysis bullosa simplex and limb-girdle muscular dystrophy,epidermolysis bullosa simplex with muscular dystrophy,limb-girdle muscular dystrophy with epidermolysis bullosa simplex,,,epidermolysis bullosa simplex and limb-girdle muscular dystrophy,epidermolysis bullosa simplex with muscular dystrophy,limb-girdle muscular dystrophy with epidermolysis bullosa simplex,,
0090018,DOID,0090018,GARD,8457,ICD10CM,E85.0,OMIM,142680,ORDO,32960,,,,,,,DOID,0090018,GARD,8457,ICD10CM,E85.0,OMIM,142680,ORDO,32960,,,,,,,autosomal dominant familial periodic fever,TNF receptor 1-associated periodic syndrome,autosomal dominant familial periodic fever,familial hibernian fever,tumor necrosis factor receptor 1 associated periodic syndrome,,TNF receptor 1-associated periodic syndrome,autosomal dominant familial periodic fever,familial hibernian fever,tumor necrosis factor receptor 1 associated periodic syndrome,
0090019,DOID,0090019,GARD,7653,MESH,C537345,NCI,C125694,OMIM,210250,ORDO,2882,UMLS_CUI,C0342907,,,DOID,0090019,GARD,7653,MESH,C537345,NCI,C125694,OMIM,210250,ORDO,2882,UMLS_CUI,C0342907,,,sitosterolemia,phytosterolemia,sitosterolemia,,,,phytosterolemia,sitosterolemia,,,
0090020,DOID,0090020,GARD,6319,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,PS183600,ORDO,2440,DOID,0090020,GARD,6319,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,PS183600,ORDO,2440,split hand-foot malformation,lobster-claw deformity,split hand-foot malformation,split-hand deformity,,,lobster-claw deformity,split hand-foot malformation,split-hand deformity,,
0090021,DOID,0090021,ICD10CM,Q71.6,OMIM,183600,ORDO,2440,,,,,,,,,DOID,0090021,ICD10CM,Q71.6,OMIM,183600,ORDO,2440,,,,,,,,,split hand-foot malformation 1,SHFD1,SHFM1,split hand-foot malformation 1,,,SHFD1,SHFM1,split hand-foot malformation 1,,
0090022,DOID,0090022,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,606708,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,DOID,0090022,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,606708,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,split hand-foot malformation 5,SHFM5,split hand-foot malformation 5,,,,SHFM5,split hand-foot malformation 5,,,
0090023,DOID,0090023,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,605289,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,DOID,0090023,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,605289,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,split hand-foot malformation 4,SHFM4,split hand-foot malformation 4,,,,SHFM4,split hand-foot malformation 4,,,
0090024,DOID,0090024,ICD10CM,Q87.2,OMIM,220600,ORDO,71271,,,,,,,,,DOID,0090024,ICD10CM,Q87.2,OMIM,220600,ORDO,71271,,,,,,,,,split hand-foot malformation 1 with sensorineural hearing loss,SHFM1D,congenital deafness with split hands and feet,split hand-foot malformation 1 with sensorineural hearing loss,,,SHFM1D,congenital deafness with split hands and feet,split hand-foot malformation 1 with sensorineural hearing loss,,
0090025,DOID,0090025,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,246560,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,DOID,0090025,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,246560,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,split hand-foot malformation 3,SHFM3,chromosome 10q24 duplication syndrome,distal limb deficiencies with micrognathia,split hand-foot malformation 3,,SHFM3,chromosome 10q24 duplication syndrome,distal limb deficiencies with micrognathia,split hand-foot malformation 3,
0090026,DOID,0090026,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,225300,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,DOID,0090026,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,225300,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,split hand-foot malformation 6,SHFM6,split hand-foot malformation 6,,,,SHFM6,split hand-foot malformation 6,,,
0090027,DOID,0090027,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,313350,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,DOID,0090027,ICD10CM,Q71.6,ICD10CM,Q71.60,ICD9CM,755.58,MESH,C574275,OMIM,313350,ORDO,2440,SNOMEDCT_US_2018_03_01,13624003,split hand-foot malformation 2,SHFM2,split hand-foot malformation 2,,,,SHFM2,split hand-foot malformation 2,,,
0090028,DOID,0090028,MESH,C535393,OMIM,277460,ORDO,96,UMLS_CUI,C1848533,,,,,,,DOID,0090028,MESH,C535393,OMIM,277460,ORDO,96,UMLS_CUI,C1848533,,,,,,,familial isolated deficiency of vitamin E,ataxia with isolated vitamin E deficiency,familial isolated deficiency of vitamin E,familial isolated vitamin E deficiency,,,ataxia with isolated vitamin E deficiency,familial isolated deficiency of vitamin E,familial isolated vitamin E deficiency,,
0090029,DOID,0090029,ICD10CM,E85.0,OMIM,607115,ORDO,1451,,,,,,,,,DOID,0090029,ICD10CM,E85.0,OMIM,607115,ORDO,1451,,,,,,,,,CINCA Syndrome,CINCA Syndrome,IOMID syndrome,NOMID syndrome,Prieur-Griscelli syndrome,chronic infantile neurological cutaneous articular syndrome,CINCA Syndrome,IOMID syndrome,NOMID syndrome,Prieur-Griscelli syndrome,chronic infantile neurological cutaneous articular syndrome
0090030,DOID,0090030,GARD,13101,ICD10CM,E27.8,OMIM,611489,ORDO,199247,,,,,,,DOID,0090030,GARD,13101,ICD10CM,E27.8,OMIM,611489,ORDO,199247,,,,,,,corticosteroid-binding globulin deficiency,CBG deficiency,corticosteroid-binding globulin deficiency,transcortin deficiency,,,CBG deficiency,corticosteroid-binding globulin deficiency,transcortin deficiency,,
0090031,DOID,0090031,GARD,4539,ICD10CM,E71.3,OMIM,261515,ORDO,300,,,,,,,DOID,0090031,GARD,4539,ICD10CM,E71.3,OMIM,261515,ORDO,300,,,,,,,D-bifunctional protein deficiency,D-bifunctional protein deficiency,,,,,D-bifunctional protein deficiency,,,,
0090032,DOID,0090032,ICD10CM,Q77.7,OMIM,224410,ORDO,1865,,,,,,,,,DOID,0090032,ICD10CM,Q77.7,OMIM,224410,ORDO,1865,,,,,,,,,Silverman-Handmaker type dyssegmental dysplasia,Silverman-Handmaker type dyssegmental dysplasia,,,,,Silverman-Handmaker type dyssegmental dysplasia,,,,
0090033,DOID,0090033,,,,,,,,,,,,,,,DOID,0090033,,,,,,,,,,,,,,,myoclonic dystonia,myoclonic dystonia,,,,,myoclonic dystonia,,,,
0090034,DOID,0090034,ICD10CM,G24.1,OMIM,159900,ORDO,36899,,,,,,,,,DOID,0090034,ICD10CM,G24.1,OMIM,159900,ORDO,36899,,,,,,,,,myoclonic dystonia 11,myoclonic dystonia 11,,,,,myoclonic dystonia 11,,,,
0090035,DOID,0090035,OMIM,607488,ORDO,210566,,,,,,,,,,,DOID,0090035,OMIM,607488,ORDO,210566,,,,,,,,,,,myoclonic dystonia 15,myoclonic dystonia 15,,,,,myoclonic dystonia 15,,,,
0090036,DOID,0090036,OMIM,616398,,,,,,,,,,,,,DOID,0090036,OMIM,616398,,,,,,,,,,,,,myoclonic dystonia 26,myoclonic dystonia 26,,,,,myoclonic dystonia 26,,,,
0090037,DOID,0090037,ICD10CM,G24.1,OMIM,607671,ORDO,98807,,,,,,,,,DOID,0090037,ICD10CM,G24.1,OMIM,607671,ORDO,98807,,,,,,,,,torsion dystonia 13,torsion dystonia 13,,,,,torsion dystonia 13,,,,
0090038,DOID,0090038,ICD10CM,G24.1,OMIM,224500,ORDO,99657,,,,,,,,,DOID,0090038,ICD10CM,G24.1,OMIM,224500,ORDO,99657,,,,,,,,,torsion dystonia 2,torsion dystonia 2,,,,,torsion dystonia 2,,,,
0090039,DOID,0090039,ICD10CM,G24.1,OMIM,602629,ORDO,98806,,,,,,,,,DOID,0090039,ICD10CM,G24.1,OMIM,602629,ORDO,98806,,,,,,,,,torsion dystonia 6,torsion dystonia 6,,,,,torsion dystonia 6,,,,
0090040,DOID,0090040,OMIM,602124,,,,,,,,,,,,,DOID,0090040,OMIM,602124,,,,,,,,,,,,,torsion dystonia 7,torsion dystonia 7,,,,,torsion dystonia 7,,,,
0090041,DOID,0090041,ICD10CM,G24.1,OMIM,128101,ORDO,98805,,,,,,,,,DOID,0090041,ICD10CM,G24.1,OMIM,128101,ORDO,98805,,,,,,,,,torsion dystonia 4,torsion dystonia 4,,,,,torsion dystonia 4,,,,
0090042,DOID,0090042,ICD10CM,G24.1,OMIM,612406,ORDO,370103,,,,,,,,,DOID,0090042,ICD10CM,G24.1,OMIM,612406,ORDO,370103,,,,,,,,,torsion dystonia 17,torsion dystonia 17,,,,,torsion dystonia 17,,,,
0090043,DOID,0090043,ICD10CM,G24.1,OMIM,128230,ORDO,98808,,,,,,,,,DOID,0090043,ICD10CM,G24.1,OMIM,128230,ORDO,98808,,,,,,,,,dystonia 5,dystonia 5,,,,,dystonia 5,,,,
0090044,DOID,0090044,ICD10CM,G24.8,OMIM,601042,ORDO,53583,,,,,,,,,DOID,0090044,ICD10CM,G24.8,OMIM,601042,ORDO,53583,,,,,,,,,dystonia 9,dystonia 9,,,,,dystonia 9,,,,
0090045,DOID,0090045,ICD10CM,G24.8,OMIM,612126,ORDO,98811,,,,,,,,,DOID,0090045,ICD10CM,G24.8,OMIM,612126,ORDO,98811,,,,,,,,,childhood onset GLUT1 deficiency syndrome 2,childhood onset GLUT1 deficiency syndrome 2,,,,,childhood onset GLUT1 deficiency syndrome 2,,,,
0090046,DOID,0090046,ICD10CM,G24.1,OMIM,614588,ORDO,306734,,,,,,,,,DOID,0090046,ICD10CM,G24.1,OMIM,614588,ORDO,306734,,,,,,,,,dystonia 21,dystonia 21,,,,,dystonia 21,,,,
0090047,DOID,0090047,ICD10CM,G24.8,OMIM,611147,ORDO,98810,,,,,,,,,DOID,0090047,ICD10CM,G24.8,OMIM,611147,ORDO,98810,,,,,,,,,paroxysmal nonkinesigenic dyskinesia 2,paroxysmal nonkinesigenic dyskinesia 2,,,,,paroxysmal nonkinesigenic dyskinesia 2,,,,
0090048,DOID,0090048,GARD,10539,ICD10CM,G24.1,OMIM,612067,ORDO,210571,,,,,,,DOID,0090048,GARD,10539,ICD10CM,G24.1,OMIM,612067,ORDO,210571,,,,,,,dystonia 16,dystonia 16,,,,,dystonia 16,,,,
0090049,DOID,0090049,ICD10CM,G24.8,OMIM,118800,ORDO,98810,,,,,,,,,DOID,0090049,ICD10CM,G24.8,OMIM,118800,ORDO,98810,,,,,,,,,paroxysmal nonkinesigenic dyskinesia 1,paroxysmal nonkinesigenic dyskinesia 1,,,,,paroxysmal nonkinesigenic dyskinesia 1,,,,
0090050,DOID,0090050,ICD10CM,G24.1,OMIM,616411,ORDO,464440,,,,,,,,,DOID,0090050,ICD10CM,G24.1,OMIM,616411,ORDO,464440,,,,,,,,,dystonia 27,dystonia 27,,,,,dystonia 27,,,,
0090051,DOID,0090051,ICD10CM,G24.8,OMIM,614860,ORDO,420492,,,,,,,,,DOID,0090051,ICD10CM,G24.8,OMIM,614860,ORDO,420492,,,,,,,,,dystonia 23,dystonia 23,,,,,dystonia 23,,,,
0090052,DOID,0090052,ICD10CM,G24.8,OMIM,615034,ORDO,420485,,,,,,,,,DOID,0090052,ICD10CM,G24.8,OMIM,615034,ORDO,420485,,,,,,,,,dystonia 24,dystonia 24,,,,,dystonia 24,,,,
0090053,DOID,0090053,GARD,8721,ICD10CM,G24.8,OMIM,128200,ORDO,98809,,,,,,,DOID,0090053,GARD,8721,ICD10CM,G24.8,OMIM,128200,ORDO,98809,,,,,,,episodic kinesigenic dyskinesia 1,Paroxysmal kinesigenic choreoathetosis,episodic kinesigenic dyskinesia 1,,,,Paroxysmal kinesigenic choreoathetosis,episodic kinesigenic dyskinesia 1,,,
0090054,DOID,0090054,ICD10CM,G24.8,OMIM,611031,ORDO,98809,,,,,,,,,DOID,0090054,ICD10CM,G24.8,OMIM,611031,ORDO,98809,,,,,,,,,episodic kinesigenic dyskinesia 2,episodic kinesigenic dyskinesia 2,,,,,episodic kinesigenic dyskinesia 2,,,,
0090055,DOID,0090055,ICD10CM,G24.1,OMIM,615073,ORDO,329466,,,,,,,,,DOID,0090055,ICD10CM,G24.1,OMIM,615073,ORDO,329466,,,,,,,,,dystonia 25,dystonia 25,,,,,dystonia 25,,,,
0090056,DOID,0090056,ICD10CM,G24.1,OMIM,128235,ORDO,71517,,,,,,,,,DOID,0090056,ICD10CM,G24.1,OMIM,128235,ORDO,71517,,,,,,,,,dystonia 12,dystonia 12,,,,,dystonia 12,,,,
0090057,DOID,0090057,GARD,10533,ICD10CM,G24.1,OMIM,314250,ORDO,53351,,,,,,,DOID,0090057,GARD,10533,ICD10CM,G24.1,OMIM,314250,ORDO,53351,,,,,,,X-linked dystonia-parkinsonism,X-linked dystonia-parkinsonism,,,,,X-linked dystonia-parkinsonism,,,,
0090058,DOID,0090058,ICD10CM,G24.1,OMIM,602554,ORDO,256,,,,,,,,,DOID,0090058,ICD10CM,G24.1,OMIM,602554,ORDO,256,,,,,,,,,torsion dystonia with onset in infancy,torsion dystonia with onset in infancy,,,,,torsion dystonia with onset in infancy,,,,
0090059,DOID,0090059,MESH,C564835,OMIM,268100,,,,,,,,,,,DOID,0090059,MESH,C564835,OMIM,268100,,,,,,,,,,,enhanced S-cone syndrome,enhanced S-cone syndrome,,,,,enhanced S-cone syndrome,,,,
0090060,DOID,0090060,ICD10CM,E13,MESH,C536739,OMIM,226980,ORDO,1667,,,,,,,DOID,0090060,ICD10CM,E13,MESH,C536739,OMIM,226980,ORDO,1667,,,,,,,Wolcott-Rallison syndrome,Wolcott-Rallison syndrome,,,,,Wolcott-Rallison syndrome,,,,
0090061,DOID,0090061,ICD10CM,L50.2,OMIM,PS120100,ORDO,47045,,,,,,,,,DOID,0090061,ICD10CM,L50.2,OMIM,PS120100,ORDO,47045,,,,,,,,,familial cold autoinflammatory syndrome,familial cold autoinflammatory syndrome,,,,,familial cold autoinflammatory syndrome,,,,
0090062,DOID,0090062,ICD10CM,L50.2,OMIM,120100,ORDO,47045,,,,,,,,,DOID,0090062,ICD10CM,L50.2,OMIM,120100,ORDO,47045,,,,,,,,,familial cold autoinflammatory syndrome 1,familial cold autoinflammatory syndrome 1,,,,,familial cold autoinflammatory syndrome 1,,,,
0090063,DOID,0090063,MESH,C567090,OMIM,611762,UMLS_CUI,C2673198,,,,,,,,,DOID,0090063,MESH,C567090,OMIM,611762,UMLS_CUI,C2673198,,,,,,,,,familial cold autoinflammatory syndrome 2,NLRP12-associated hereditary periodic fever syndrome,familial cold autoinflammatory syndrome 2,,,,NLRP12-associated hereditary periodic fever syndrome,familial cold autoinflammatory syndrome 2,,,
0090064,DOID,0090064,ICD10CM,L50.2,OMIM,614468,ORDO,300359,,,,,,,,,DOID,0090064,ICD10CM,L50.2,OMIM,614468,ORDO,300359,,,,,,,,,familial cold autoinflammatory syndrome 3,familial cold autoinflammatory syndrome 3,,,,,familial cold autoinflammatory syndrome 3,,,,
0090065,DOID,0090065,ICD10CM,L50.2,OMIM,616115,ORDO,47045,,,,,,,,,DOID,0090065,ICD10CM,L50.2,OMIM,616115,ORDO,47045,,,,,,,,,familial cold autoinflammatory syndrome 4,familial cold autoinflammatory syndrome 4,,,,,familial cold autoinflammatory syndrome 4,,,,
0090066,DOID,0090066,OMIM,227850,,,,,,,,,,,,,DOID,0090066,OMIM,227850,,,,,,,,,,,,,Fanconi-like syndrome,Fanconi-like syndrome,,,,,Fanconi-like syndrome,,,,
0090067,DOID,0090067,GARD,2410,ICD10CM,Q74.8,MESH,C538189,OMIM,228930,ORDO,2854,,,,,DOID,0090067,GARD,2410,ICD10CM,Q74.8,MESH,C538189,OMIM,228930,ORDO,2854,,,,,Fuhrmann syndrome,Fuhrmann syndrome,,,,,Fuhrmann syndrome,,,,
0090068,DOID,0090068,MESH,D056768,OMIM,256850,ORDO,643,,,,,,,,,DOID,0090068,MESH,D056768,OMIM,256850,ORDO,643,,,,,,,,,giant axonal neuropathy 1,giant axonal neuropathy 1,,,,,giant axonal neuropathy 1,,,,
0090069,DOID,0090069,OMIM,610100,,,,,,,,,,,,,DOID,0090069,OMIM,610100,,,,,,,,,,,,,giant axonal neuropathy 2,giant axonal neuropathy 2,,,,,giant axonal neuropathy 2,,,,
0090070,DOID,0090070,ICD10CM,E23.0,OMIM,PS147950,ORDO,432,ORDO,478,,,,,,,DOID,0090070,ICD10CM,E23.0,OMIM,PS147950,ORDO,432,ORDO,478,,,,,,,hypogonadotropic hypogonadism,congenital idiopathic hypogonadotropic hypogonadism,hypogonadotropic hypogonadism,isolated congenital gonadotropin deficiency,,,congenital idiopathic hypogonadotropic hypogonadism,hypogonadotropic hypogonadism,isolated congenital gonadotropin deficiency,,
0090071,DOID,0090071,ICD10CM,E23.0,OMIM,614840,,,,,,,,,,,DOID,0090071,ICD10CM,E23.0,OMIM,614840,,,,,,,,,,,hypogonadotropic hypogonadism 11 with or without anosmia,hypogonadotropic hypogonadism 11 with or without anosmia,,,,,hypogonadotropic hypogonadism 11 with or without anosmia,,,,
0090072,DOID,0090072,ICD10CM,E23.0,OMIM,614841,,,,,,,,,,,DOID,0090072,ICD10CM,E23.0,OMIM,614841,,,,,,,,,,,hypogonadotropic hypogonadism 12 with or without anosmia,familial hypogonadotrophic eunuchoidism,familial idiopathic gonadotrpin deficiency,hypogonadotropic hypogonadism 12 with or without anosmia,,,familial hypogonadotrophic eunuchoidism,familial idiopathic gonadotrpin deficiency,hypogonadotropic hypogonadism 12 with or without anosmia,,
0090073,DOID,0090073,ICD10CM,E23.0,OMIM,614842,,,,,,,,,,,DOID,0090073,ICD10CM,E23.0,OMIM,614842,,,,,,,,,,,hypogonadotropic hypogonadism 13 with or without anosmia,hypogonadotropic hypogonadism 13 with or without anosmia,,,,,hypogonadotropic hypogonadism 13 with or without anosmia,,,,
0090074,DOID,0090074,ICD10CM,E23.0,OMIM,614837,,,,,,,,,,,DOID,0090074,ICD10CM,E23.0,OMIM,614837,,,,,,,,,,,hypogonadotropic hypogonadism 8 with or without anosmia,hypogonadotropic hypogonadism 8 with or without anosmia,,,,,hypogonadotropic hypogonadism 8 with or without anosmia,,,,
0090075,DOID,0090075,ICD10CM,23.0,OMIM,614880,,,,,,,,,,,DOID,0090075,ICD10CM,23.0,OMIM,614880,,,,,,,,,,,hypogonadotropic hypogonadism 15 with or without anosmia,hypogonadotropic hypogonadism 15 with or without anosmia,,,,,hypogonadotropic hypogonadism 15 with or without anosmia,,,,
0090076,DOID,0090076,ICD10CM,E23.0,OMIM,615267,,,,,,,,,,,DOID,0090076,ICD10CM,E23.0,OMIM,615267,,,,,,,,,,,hypogonadotropic hypogonadism 18 with or without anosmia,hypogonadotropic hypogonadism 18 with or without anosmia,,,,,hypogonadotropic hypogonadism 18 with or without anosmia,,,,
0090077,DOID,0090077,ICD10CM,E23.0,OMIM,610628,,,,,,,,,,,DOID,0090077,ICD10CM,E23.0,OMIM,610628,,,,,,,,,,,hypogonadotropic hypogonadism 4 with or without anosmia,hypogonadotropic hypogonadism 4 with or without anosmia,,,,,hypogonadotropic hypogonadism 4 with or without anosmia,,,,
0090078,DOID,0090078,ICD10CM,E23.0,OMIM,146110,,,,,,,,,,,DOID,0090078,ICD10CM,E23.0,OMIM,146110,,,,,,,,,,,hypogonadotropic hypogonadism 7 with or without anosmia,hypogonadotropic hypogonadism 7 with or without anosmia,,,,,hypogonadotropic hypogonadism 7 with or without anosmia,,,,
0090079,DOID,0090079,ICD10CM,E23.0,OMIM,615266,,,,,,,,,,,DOID,0090079,ICD10CM,E23.0,OMIM,615266,,,,,,,,,,,hypogonadotropic hypogonadism 17 with or without anosmia,hypogonadotropic hypogonadism 17 with or without anosmia,,,,,hypogonadotropic hypogonadism 17 with or without anosmia,,,,
0090080,DOID,0090080,ICD10CM,E23.0,OMIM,614897,,,,,,,,,,,DOID,0090080,ICD10CM,E23.0,OMIM,614897,,,,,,,,,,,hypogonadotropic hypogonadism 16 with or without anosmia,hypogonadotropic hypogonadism 16 with or without anosmia,,,,,hypogonadotropic hypogonadism 16 with or without anosmia,,,,
0090081,DOID,0090081,ICD10CM,E23.0,OMIM,616030,,,,,,,,,,,DOID,0090081,ICD10CM,E23.0,OMIM,616030,,,,,,,,,,,hypogonadotropic hypogonadism 22 with or without anosmia,hypogonadotropic hypogonadism 22 with or without anosmia,,,,,hypogonadotropic hypogonadism 22 with or without anosmia,,,,
0090082,DOID,0090082,ICD10CM,E23.0,OMIM,615270,,,,,,,,,,,DOID,0090082,ICD10CM,E23.0,OMIM,615270,,,,,,,,,,,hypogonadotropic hypogonadism 20 with or without anosmia,hypogonadotropic hypogonadism 20 with or without anosmia,,,,,hypogonadotropic hypogonadism 20 with or without anosmia,,,,
0090083,DOID,0090083,ICD10CM,E23.0,OMIM,147950,,,,,,,,,,,DOID,0090083,ICD10CM,E23.0,OMIM,147950,,,,,,,,,,,hypogonadotropic hypogonadism 2 with or without anosmia,hypogonadotropic hypogonadism 2 with or without anosmia,,,,,hypogonadotropic hypogonadism 2 with or without anosmia,,,,
0090084,DOID,0090084,ICD10CM,E23.0,OMIM,612370,,,,,,,,,,,DOID,0090084,ICD10CM,E23.0,OMIM,612370,,,,,,,,,,,hypogonadotropic hypogonadism 5 with or without anosmia,hypogonadotropic hypogonadism 5 with or without anosmia,,,,,hypogonadotropic hypogonadism 5 with or without anosmia,,,,
0090085,DOID,0090085,ICD10CM,E23.0,OMIM,614838,,,,,,,,,,,DOID,0090085,ICD10CM,E23.0,OMIM,614838,,,,,,,,,,,hypogonadotropic hypogonadism 9 with or without anosmia,hypogonadotropic hypogonadism 9 with or without anosmia,,,,,hypogonadotropic hypogonadism 9 with or without anosmia,,,,
0090086,DOID,0090086,ICD10CM,E23.0,OMIM,612702,,,,,,,,,,,DOID,0090086,ICD10CM,E23.0,OMIM,612702,,,,,,,,,,,hypogonadotropic hypogonadism 6 with or without anosmia,hypogonadotropic hypogonadism 6 with or without anosmia,,,,,hypogonadotropic hypogonadism 6 with or without anosmia,,,,
