List,Syns
"[2, 1]","[['Obstetric Labor, Premature', 'Labor, Premature', 'Premature Labor', 'Preterm Labor', 'Premature Obstetric Labor'], ['Carbon Footprint'], ['beta-Cyclodextrins'], ['Obstetric Labor', 'Labor, Obstetric'], ['Other obstetric trauma']]"
[1],"[['Hemolytic disease of newborn'], ['neonatal jaundice', 'Unspecified jaundice'], ['Other hemolytic diseases of newborn']]"
[2],"[['Cervical spina bifida with hydrocephalus'], ['Cervical spina bifida with hydrocephalus'], ['Attention to tracheostomy']]"
[1],"[['Atresia of bile ducts'], ['Bile Duct Diseases'], ['Atresia of bile ducts']]"
"[1, 0]","[['Hormones, Ectopic'], ['Ectopic testis']]"
[0],"[['Radioimmunosorbent Test'], ['Fused toes, unspecified foot'], ['Webbed toes, unspecified foot'], ['Unspecified fracture of foot and toe']]"
[1],"[['Webbed toes, bilateral'], ['Crushing injury of toe'], ['Toes']]"
"[1, 0]","[['Visuospatial deficit'], ['Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome']]"
[0],"[['Pathological Conditions, Signs and Symptoms', 'Symptoms and General Pathology'], ['Other general symptoms and signs'], ['Other general symptoms and signs'], ['Other general symptoms and signs'], ['Other general symptoms and signs']]"
[3],"[['Other osteoporosis', 'Senile osteoporosis'], ['Idiopathic hypercalciuria', 'Hypercalciuria'], ['Idiopathic osteoporosis'], ['Puumala virus']]"
[2],"[['Other specified injury of vertebral artery'], ['Vertebral Arteries', 'Vertebral Artery'], ['Haemosporida', 'Haemosporina']]"
"[1, 0]","[['Teaching Materials'], ['Other superficial injuries of upper arm']]"
[1],"[['Parachutist accident'], ['Accidents, Aviation'], ['Other parachutist accident']]"
[1],"[['Fall on and from ladder'], ['First Aid'], ['Fall on and from ladder']]"
"[1, 0]","[['Fall from dock'], ['Other fall on same level']]"
"[2, 1]","[['contact with marine mammals', 'bitten or struck by dog', 'Contact with other mammals'], ['Human bocavirus'], ['Bites, Human'], ['Other contact with dog'], ['Contact with dog']]"
"[1, 0]","[['Activity, wrestling'], ['Macrophage Activation']]"
"[1, 0]","[['Activity, pilates'], ['Hospitals, Rural', 'Rural Hospitals']]"
"[1, 0]","[['Tooth Components'], ['Retained tooth']]"
"[1, 0]","[['Blood type'], ['Type A blood']]"
"[1, 0]","[['Primary Dysautonomias', 'Dysautonomia'], ['Opportunistic mycoses']]"
"[1, 0]","[['Cholangiocarcinoma', 'Intrahepatic bile duct carcinoma'], ['Bile Ducts, Intrahepatic']]"
"[1, 0]","[['traumatic hyphaemaS05.1', 'Hyphaema'], ['Enhancements, Genetic', 'Genetic Enhancement', 'Genetic Enhancements', 'Enhancement, Genetic']]"
[2],"[['Tricuspid valve disorders in diseases classified elsewhere'], ['Mitral valve disorders in diseases classified elsewhere'], ['Disorders of both mitral and tricuspid valves']]"
[2],"[['Cardiorespiratory Fitness'], ['Physical Fitness'], ['Excessive weight gain in pregnancy', 'gestational oedemaO12.0O12.2']]"
"[1, 0]","[['Physical violence'], ['Respiratory arrest', 'Cardiorespiratory failure']]"
"[1, 0]","[['Generalized oedema'], ['Serratia liquefaciens']]"
"[2, 1]","[['Behavior, Infant', 'Infant Behavior'], ['Lysergide [LSD]'], ['Food Additives'], ['Health Behavior'], ['Compulsive Behavior', 'Behavior, Compulsive'], ['Imitative Behavior']]"
[0],"[['Operating Rooms'], ['During surgical operation'], ['During surgical operation'], ['During surgical operation']]"
"[1, 0]","[['Hair Follicle'], ['Hair transplant']]"
"[1, 0]","[['Resistance to quinolones'], ['Trimethoprim Resistance']]"
[2],"[['Rehabilitation Nursing', 'Nursing, Rehabilitation'], ['History of Nursing', 'Nursing, History'], ['Emotional Adaptation', 'Emotional Adjustment', 'Psychological Adjustment']]"
"[1, 0]","[['Ehrlichia chaffeensis'], ['Multitasking Behavior', 'Multi-Tasking Behavior']]"
"[1, 0]","[['Alkaloids', 'Plant Alkaloids'], ['Carex Plant']]"
[2],"[['Directories as Topic'], ['Anecdotes as Topic'], ['Mannoheptulose', 'Mannoketoheptose'], ['Atlases as Topic']]"
"[1, 0]","[['Animal Communication'], ['Toxoplasmosis, Animal']]"
"[1, 0]","[['Thiamine Triphosphate', 'Thiamin Triphosphate'], ['Antibiotics, Antitubercular']]"
"[1, 0]","[['Reinforcement (Psychology)', 'Negative Reinforcement', 'Reinforcement', 'Positive Reinforcement'], ['Anal Atresia', 'Anus, Imperforate', 'Atresia, Anal']]"
"[1, 0]","[['Cathepsin L'], ['L-Arabinose', 'Arabinose']]"
"[2, 1, 0]","[['Nipah Virus'], ['Aspergillus flavus'], ['Toilet Training']]"
[3],"[['Viral Genome', 'Genome, Viral'], ['Virus Particle', 'Virion', 'Viral Particles', 'Viral Particle'], ['Genome, Archaeal'], ['Mechanobiology', 'Biophysics']]"
"[1, 0]","[['Blood Typing', 'Blood Grouping and Crossmatching', 'Blood Grouping', 'Crossmatching, Blood'], ['Reinforcement Schedule']]"
"[1, 0]","[['HIV Seroprevalence'], ['Boric Acids']]"
"[1, 0]","[['Capillary Fragility'], ['Hemangioma, Capillary']]"
[2],"[['Costs, Hospital', 'Hospital Costs', 'Cost, Hospital'], ['Hospital Formularies', 'Hospital Formulary', 'Formulary, Hospital', 'Formularies, Hospital'], ['Centrifugation, Zonal']]"
"[1, 0]","[['Uveal Neoplasms'], ['Chlorhydrins', 'Chlorohydrins']]"
[3],"[['Inhibition', 'Inhibition (Psychology)'], ['Contact Inhibition', 'Inhibition, Contact'], ['Military Psychology', 'Psychology, Military'], ['Scoparia', 'Scoparia dulcis']]"
"[1, 0]","[['Prevotella ruminicola'], ['Displacement (Psychology)', 'Displacement']]"
[1],"[['Nursing Economics', 'Economics, Nursing'], ['Nurses, Male'], ['Travel Nursing']]"
"[1, 0]","[['Transcription Start Site', 'Transcription Initiation Site'], ['Fetal Macrosomia', 'Macrosomia, Fetal']]"
[1],"[['Food Microbiology', 'Microbiology, Food'], ['Food and Beverages'], ['Microbiology, Industrial', 'Industrial Microbiology']]"
"[1, 0]","[['Transition Elements'], ['Gastrointestinal Transit']]"
[2],"[['Binet Test', 'STANFTAN', 'Stanford-Binet Test'], ['Hardness Tests'], ['Metacarpal Bones', 'Metacarpals']]"
[2],"[['Isotype Switching', 'Immunoglobulin Class Switching', 'Class Switching'], ['Immunoglobulin Classes', 'Immunoglobulin Isotypes', 'Antibody Classes'], ['Neurons, Efferent', 'Efferent Neurons']]"
"[1, 0]","[['Molecular Typing'], ['Interferon Type I', 'Interferons Type I', 'Type I Interferon', 'Type I Interferons']]"
"[2, 1, 0]","[['L-Serine', 'Serine'], ['Pharmaceutic Aids', 'Aids, Pharmaceutic', 'Pharmaceutical Aids', 'Aids, Pharmaceutical'], ['L Forms']]"
[0],"[['Leishmania (Leishmania)', 'Leishmania (Viannia)', 'Leishmania', 'Leishmania viannia', 'Leishmania leishmania'], ['Clutch Size'], ['Sample Size']]"
"[1, 0]","[['Trichinella', 'Trichina'], ['Models, Cardiovascular']]"
"[1, 0]","[['Mosquito Control'], ['congenital', 'connatal']]"
"[1, 0]","[['Spinal Nerves'], ['Nerve Endings']]"
"[1, 0]","[['Starfish', 'Starfishes', 'Seastar', 'Sea Star'], ['North Sea']]"
"[1, 0]","[['Ophthalmia Neonatorum'], ['Secretory Rate']]"
"[1, 0]","[['Bronchitis, Chronic', 'Chronic Bronchitis'], ['Paralysis, Obstetric', 'Paralysis, Obstetrical']]"
"[1, 0]","[['Behavioral Research'], ['Paternal Behavior']]"
"[1, 0]","[['Clinorotation', 'Rotation'], ['Proteus vulgaris']]"
"[1, 0]","[['Sense Organs'], ['Organ Trafficking']]"
"[1, 0]","[['Triphyophyllum', 'Dioncophyllaceae', 'Dioncophyllum', 'Habropetalum'], ['Spherocytosis, Hereditary']]"
"[1, 0]","[['Thiamine Deficiency', 'Deficiency, Thiamine'], ['Angelica archangelica']]"
"[1, 0]","[['Uronic Acids'], ['Selenomonas', 'Selenomonas ruminantium']]"
[4],"[['Chromosome Structures'], ['Bacterial Structures'], ['Y Chromosome'], ['Cytoplasmic Structures'], ['Brevibacterium flavum']]"
"[1, 0]","[['2,4,5-T', '2,4,5-Trichlorophenoxyacetic Acid'], ['Alkanesulfonic Acids']]"
"[1, 0]","[['Autoimmune Response', 'Autoimmunity'], ['Cognitive Science']]"
"[1, 0]","[['Chronobiology Discipline'], ['Image Cytometry', 'Cytometry, Image']]"
"[1, 0]","[['Idazoxan', 'Idazoxan Hydrochloride', 'RX-781094'], ['Vapor Pressure']]"
"[1, 0]","[['Amacrine Cells'], ['Scala Vestibuli']]"
"[1, 0]","[['Galanin Receptors', 'Receptors, Galanin', 'Galanin Receptor'], ['Genome, Mitochondrial', 'Mitochondrial Genome']]"
"[1, 0]","[['Light-Harvesting Chlorophyll Protein', 'Light-Harvesting Chlorophyll Protein Complexes', 'Light-Harvesting Antenna Complexes', 'Antenna Complexes, Light-Harvesting', 'Light-Harvesting Protein Complexes'], ['Subretinal Fluid']]"
"[1, 0]","[['Antithrombin Proteins'], ['Ventral Striatum']]"
